1000 2976
1 3 1
1 4 1
1 6 1
2 3 1
2 5 1
3 5 1
4 6 1
5 6 1
12 16 5
11 12 1
4 11 1
10 11 1
3 10 1 
10 17 1
17 18 1
5 18 1
7 18 1
6 7 1
7 13 1
6 13 1
1 13 1
13 14 1
1 14 1
1 8 1 
8 14 1 
14 19 1
8 19 1
8 15 1
8 2 1
19 15 1
2 15 1
3 15 1
13 15 1
15 20 1
3 9 1
3 13 1 
20 9 1
20 13 1
9 13 1
9 11 1
26 18 1
26 7 1
21 26 1
1 22 1
13 22 1
14 22 1 
14 23 1
8 23 1
19 23 1
8 24 1
19 24 1
15 24 1
15 25 1
20 25 1
13 25 1
27 10 1
27 17 1
27 18 1
28 7 1
28 26 1
28 18 1
29 7 1
29 26 1
29 21 1
30 21 1
30 13 1
30 22 1
31 22 1
31 14 1
31 23 1 
32 23 1
32 19 1
32 24 1
33 24 1
33 15 1
33 25 1
34 20 1
34 25 1
34 13 1
42 25 1
13 42 1
34 42 1
41 34 1
41 25 1
41 33 1
40 33 1
40 24 1
40 32 1
39 32 1
39 23 1
39 31 1
38 31 1
38 22 1
38 30 1
37 30 1
37 21 1
37 29 1
36 29 1
36 26 1
36 28 1
35 18 1
35 27 1
50 42 1
50 34 1
50 41 1
49 41 1
49 33 1
49 40 1
48 40 1
48 32 1
48 39 1
47 39 1
47 31 1
47 35 1
46 35 1
46 30 1
46 37 1
45 37 1
45 29 1
45 36 1
44 36 1
44 28 1
44 35 1
43 35 1
43 27 1
43 17 1
51 25 1
51 1 2
51 50 4
52 26 31
52 1 3
52 51 5
53 26 16
53 1 4
53 52 8
54 27 23
54 1 5
54 53 15
55 27 27
55 1 6
55 54 3
56 28 33
56 1 7
56 55 38
57 28 38
57 1 8
57 56 25
58 29 10
58 1 9
58 57 1
59 29 18
59 1 10
59 58 30
60 30 1
60 1 11
60 59 36
61 30 3
61 1 12
61 60 45
62 31 39
62 1 13
62 61 26
63 31 4
63 1 14
63 62 3
64 32 30
64 1 15
64 63 34
65 32 43
65 1 16
65 64 8
66 33 24
66 1 17
66 65 43
67 33 7
67 1 18
67 66 19
68 34 31
68 1 19
68 67 27
69 34 31
69 1 20
69 68 19
70 35 40
70 1 21
70 69 45
71 35 46
71 1 22
71 70 50
72 36 11
72 1 23
72 71 16
73 36 26
73 1 24
73 72 40
74 37 14
74 1 25
74 73 36
75 37 35
75 1 26
75 74 30
76 38 3
76 1 27
76 75 35
77 38 7
77 1 28
77 76 1
78 39 39
78 1 29
78 77 19
79 39 48
79 1 30
79 78 17
80 40 50
80 1 31
80 79 42
81 40 38
81 1 32
81 80 48
82 41 21
82 1 33
82 81 19
83 41 34
83 1 34
83 82 47
84 42 9
84 1 35
84 83 41
85 42 16
85 1 36
85 84 11
86 43 46
86 1 37
86 85 39
87 43 37
87 1 38
87 86 34
88 44 29
88 1 39
88 87 16
89 44 46
89 1 40
89 88 20
90 45 16
90 1 41
90 89 3
91 45 28
91 1 42
91 90 13
92 46 6
92 1 43
92 91 8
93 46 12
93 1 44
93 92 34
94 47 13
94 1 45
94 93 28
95 47 44
95 1 46
95 94 45
96 48 32
96 1 47
96 95 38
97 48 41
97 1 48
97 96 40
98 49 19
98 1 49
98 97 33
99 49 17
99 1 50
99 98 18
100 50 23
100 1 1
100 99 38
101 50 35
101 1 2
101 100 33
102 51 40
102 1 3
102 101 38
103 51 1
103 1 4
103 102 36
104 52 18
104 1 5
104 103 12
105 52 39
105 1 6
105 104 10
106 53 26
106 1 7
106 105 46
107 53 4
107 1 8
107 106 16
108 54 20
108 1 9
108 107 34
109 54 24
109 1 10
109 108 28
110 55 30
110 1 11
110 109 11
111 55 47
111 1 12
111 110 10
112 56 11
112 1 13
112 111 39
113 56 28
113 1 14
113 112 26
114 57 39
114 1 15
114 113 4
115 57 20
115 1 16
115 114 1
116 58 29
116 1 17
116 115 41
117 58 48
117 1 18
117 116 21
118 59 44
118 1 19
118 117 1
119 59 10
119 1 20
119 118 31
120 60 28
120 1 21
120 119 19
121 60 7
121 1 22
121 120 49
122 61 40
122 1 23
122 121 47
123 61 16
123 1 24
123 122 30
124 62 43
124 1 25
124 123 30
125 62 20
125 1 26
125 124 1
126 63 17
126 1 27
126 125 19
127 63 14
127 1 28
127 126 37
128 64 29
128 1 29
128 127 9
129 64 1
129 1 30
129 128 49
130 65 43
130 1 31
130 129 8
131 65 46
131 1 32
131 130 49
132 66 35
132 1 33
132 131 25
133 66 15
133 1 34
133 132 36
134 67 1
134 1 35
134 133 10
135 67 43
135 1 36
135 134 40
136 68 11
136 1 37
136 135 19
137 68 48
137 1 38
137 136 45
138 69 4
138 1 39
138 137 6
139 69 48
139 1 40
139 138 4
140 70 42
140 1 41
140 139 8
141 70 44
141 1 42
141 140 47
142 71 35
142 1 43
142 141 48
143 71 15
143 1 44
143 142 25
144 72 38
144 1 45
144 143 47
145 72 17
145 1 46
145 144 3
146 73 1
146 1 47
146 145 12
147 73 14
147 1 48
147 146 41
148 74 37
148 1 49
148 147 11
149 74 17
149 1 50
149 148 38
150 75 12
150 1 1
150 149 35
151 75 13
151 1 2
151 150 15
152 76 31
152 1 3
152 151 11
