638 72154
482 335 10
267 470 4
374 101 49
377 390 18
578 462 44
366 292 49
634 217 40
323 224 48
492 557 47
63 428 15
334 563 41
509 397 30
298 403 20
617 220 30
141 218 16
296 435 26
5 238 12
93 8 11
204 395 16
121 117 35
489 203 17
368 284 14
386 469 21
150 467 24
150 16 20
394 150 47
297 441 15
66 585 2
554 512 49
272 244 29
317 288 31
504 495 42
144 31 33
276 326 16
582 182 12
222 485 19
402 338 38
409 194 10
270 243 31
80 620 18
452 330 7
544 43 43
495 314 27
311 242 3
80 163 32
27 437 14
419 139 34
101 30 35
614 40 3
211 622 23
309 323 27
598 502 21
238 308 49
361 72 17
148 259 43
300 256 44
303 506 23
11 378 41
445 401 42
3 202 43
317 559 18
82 440 43
519 403 27
577 342 12
360 306 35
525 352 30
491 39 37
420 602 15
203 313 4
241 596 36
509 358 47
66 317 48
598 573 31
67 543 11
115 266 45
415 200 21
530 43 35
554 565 11
464 81 44
272 321 40
473 505 10
96 186 11
485 431 49
162 206 16
545 275 11
573 292 8
275 323 34
309 393 48
619 367 30
367 66 15
235 156 8
358 339 20
330 468 29
23 38 25
444 367 30
178 135 46
441 611 43
524 430 4
604 23 18
494 625 18
630 469 34
507 430 27
586 198 32
309 73 2
338 82 35
42 109 7
70 402 11
15 123 7
412 56 43
272 298 41
459 184 4
293 113 17
572 241 4
41 102 21
258 613 31
514 260 32
623 540 4
255 355 37
437 576 24
69 84 30
176 464 22
314 325 8
265 308 3
392 217 42
392 84 30
23 182 14
635 182 14
212 440 22
420 546 9
105 422 47
216 333 14
93 530 14
521 79 42
404 365 19
401 379 14
410 553 44
78 201 11
198 258 29
309 10 31
318 373 45
453 491 37
289 89 24
289 17 2
26 420 49
549 385 26
164 469 22
380 336 16
575 604 8
447 425 41
530 218 24
199 153 30
131 331 29
134 327 37
126 470 16
373 570 50
233 622 49
262 601 34
576 37 37
511 193 16
563 132 23
600 32 7
590 587 13
372 585 14
528 611 35
63 472 43
497 585 2
40 499 6
380 121 44
561 219 50
170 617 35
609 568 31
28 638 7
490 203 6
101 230 21
407 510 38
204 499 41
486 484 32
296 427 28
81 80 16
268 353 7
580 471 48
514 289 37
165 411 12
595 627 16
135 108 36
558 395 41
179 302 12
402 463 23
459 440 41
418 43 27
606 78 13
393 68 40
499 371 40
265 492 18
266 272 4
121 306 23
605 59 29
567 590 36
455 29 42
568 424 48
205 549 46
589 22 36
398 340 8
297 197 8
182 451 42
427 533 47
155 167 9
373 499 37
345 459 7
108 417 2
299 461 8
582 248 35
397 86 20
522 258 39
632 227 10
84 255 20
122 363 20
386 488 30
87 249 41
128 422 28
580 468 45
621 289 45
122 416 23
502 407 30
66 299 32
44 191 45
292 601 10
17 129 9
366 337 17
90 8 20
388 501 23
260 608 25
93 496 1
430 77 49
271 208 3
425 394 29
197 303 14
144 248 17
153 604 9
508 368 37
623 115 14
439 535 37
583 616 1
613 313 13
582 518 46
179 42 46
296 241 35
178 419 18
126 571 9
348 328 19
146 441 19
144 201 11
368 505 19
337 285 7
389 615 39
538 273 35
447 478 2
23 190 49
532 168 44
619 594 9
41 193 2
186 161 42
61 517 19
72 538 35
343 203 9
554 531 4
58 239 25
16 334 46
165 486 9
446 421 49
453 564 47
28 632 13
84 108 45
434 272 3
7 89 30
213 565 26
75 228 17
346 88 20
10 588 15
635 399 28
183 1 40
382 541 4
107 22 34
287 200 38
602 396 30
138 515 8
124 603 44
296 221 42
42 203 3
271 410 31
231 150 1
246 528 47
51 255 46
611 258 10
325 308 47
512 579 7
446 360 40
287 464 19
160 550 46
636 501 38
207 269 49
389 545 17
519 181 36
292 481 48
128 263 36
163 381 30
128 505 27
179 126 28
358 567 19
309 438 11
337 67 12
284 130 12
190 22 26
376 249 47
132 347 49
415 14 43
230 516 13
426 507 4
495 252 47
380 203 41
584 495 43
482 261 29
135 392 45
602 637 43
323 514 26
220 349 31
524 325 30
187 405 3
408 441 19
537 290 45
57 43 26
371 45 26
517 373 44
388 394 36
627 14 38
627 15 42
455 617 16
596 252 2
377 156 8
488 38 26
177 355 50
536 320 28
201 526 26
319 27 1
556 21 19
545 172 45
200 542 22
86 302 39
63 414 15
264 406 49
97 119 6
257 191 46
178 337 9
437 127 48
191 450 10
563 154 1
327 202 4
464 178 38
511 635 37
307 382 17
45 341 32
148 64 26
344 400 50
409 144 31
184 354 27
502 607 8
612 316 25
523 309 18
242 315 31
161 162 48
378 295 31
283 545 35
502 431 33
447 280 27
355 101 24
574 594 17
103 1 38
45 551 38
551 530 15
367 233 1
88 171 45
261 345 9
430 564 20
204 243 29
42 156 34
284 11 39
453 188 45
520 414 23
173 214 14
29 12 35
561 131 9
442 502 17
508 511 30
141 142 41
58 186 15
197 454 30
431 136 32
321 628 30
565 24 32
378 254 14
405 316 19
200 336 21
386 217 44
553 543 31
12 603 8
620 353 6
96 517 40
103 88 48
271 576 49
493 202 41
256 323 37
631 447 45
632 395 11
242 188 17
376 142 34
126 251 33
635 126 3
156 222 2
354 517 11
50 278 9
154 490 9
163 584 18
615 457 50
92 189 12
625 90 46
87 273 11
151 116 44
57 223 42
69 372 3
229 338 48
592 408 19
346 566 17
486 621 7
515 232 35
262 616 1
435 103 37
321 428 17
601 160 40
474 230 49
447 55 48
499 599 10
510 143 8
541 193 8
145 82 39
460 613 1
491 474 38
292 297 2
33 222 10
180 161 10
114 7 10
378 527 32
81 602 23
80 372 20
31 80 45
293 34 50
224 521 20
282 364 44
221 74 23
537 287 38
370 573 5
332 364 17
564 444 19
541 361 16
170 589 27
153 62 3
201 370 28
70 566 40
579 150 7
2 92 42
249 5 11
570 45 37
621 106 31
352 134 32
20 523 16
52 634 47
530 168 44
268 603 17
152 195 38
631 583 11
556 26 19
584 593 14
484 623 33
352 268 1
163 201 9
216 394 8
244 20 27
495 578 28
376 184 2
591 459 43
314 516 1
174 150 30
162 114 46
271 416 36
377 254 36
567 163 10
302 49 43
482 516 2
414 328 27
496 406 24
340 253 7
302 4 8
420 42 20
153 383 24
109 496 5
531 235 36
25 227 28
154 325 2
279 277 36
428 193 7
101 445 49
242 155 19
550 120 4
540 184 35
212 86 5
27 383 3
423 266 2
481 384 9
319 124 49
369 438 16
149 170 43
190 422 25
468 91 41
238 135 25
14 381 29
309 129 15
70 151 30
197 134 3
337 71 29
509 598 42
58 495 33
272 371 44
386 334 26
218 552 44
423 20 43
116 283 14
93 109 44
577 28 38
523 157 28
298 288 16
423 419 37
221 277 38
299 507 17
564 566 18
546 23 50
274 102 31
48 254 1
390 213 39
311 459 44
193 628 24
30 532 10
568 204 50
606 514 40
161 586 12
21 214 35
220 275 35
440 511 2
555 630 7
520 422 37
106 75 46
554 208 21
395 444 11
140 159 34
247 377 9
291 57 38
329 3 48
255 480 34
207 244 46
108 250 10
285 392 4
156 207 21
35 388 50
471 397 11
518 211 8
632 365 15
381 18 22
408 214 27
235 218 26
265 220 23
158 87 4
306 428 21
256 414 49
48 125 29
37 553 7
539 560 4
140 362 23
110 103 27
185 1 20
526 225 28
284 624 18
360 235 31
376 435 7
630 325 33
55 630 13
6 539 1
555 549 1
158 144 13
593 200 17
130 584 30
598 7 49
306 23 25
579 122 38
444 468 50
546 336 22
32 497 21
204 130 14
256 191 8
529 439 4
117 168 47
617 163 49
555 215 50
628 580 34
400 564 7
