500 499
1 500 1
1 499 50
1 498 25
1 497 30
1 496 20
1 495 10
1 494 2
1 493 4
1 492 5
1 491 6
1 490 10
1 489 1
1 488 1
1 487 1
1 486 1
1 485 2
1 484 2
1 483 2
1 482 2
1 481 3
1 480 4
1 479 8
1 478 9
1 477 18
1 476 33
1 475 32
1 474 19
1 473 20
1 472 22
1 471 45
1 470 49
2 469 50
2 468 1
2 467 4
2 466 17
2 465 27
2 464 37
2 463 47
2 462 12
2 461 22
2 460 32
2 459 42
2 458 11
2 457 21
2 456 31
2 455 41
2 454 10
2 453 20
2 452 30
2 451 40
2 450 50
3 449 14
3 448 24
3 447 25
3 446 34
3 445 44
3 444 15
3 443 25
3 442 35
3 441 45
3 440 16
3 439 26
3 438 36
3 437 46
3 436 17
3 435 27
3 434 37 
3 433 47
3 432 18
3 431 28
3 430 38
3 429 48
3 428 19
3 427 29
3 426 39
3 425 49
3 424 2
3 423 4
3 422 6
3 421 8
3 420 10
3 419 12
3 418 14
3 417 16
3 416 18
3 415 20
3 414 22
3 413 24
3 412 26
3 411 28
3 410 30
3 409 32
3 408 34
3 407 36
3 406 38
3 405 40
3 404 42
3 403 44
3 402 46
3 401 48
3 400 50
4 399 1
4 398 3
4 397 5
4 396 7
4 395 9
4 394 11
4 393 13
4 392 15
4 391 17
4 390 19
4 389 21
4 388 23
4 387 25
4 386 27
4 385 29
4 384 31
4 383 33
4 382 35
4 381 37
4 380 41
4 379 43
4 378 45
4 377 47
4 376 49
4 375 1
4 374 5
4 373 10
4 372 15
4 371 20
4 370 25
4 369 30
4 368 35
4 367 40
4 366 45
4 365 50
4 364 1
4 363 2
4 362 3
4 361 4
4 360 5
5 359 6
5 358 7
5 357 8
5 356 9
5 355 10
5 354 11
5 353 12
5 352 13
5 351 14
5 350 15
5 349 16
5 348 17
5 347 18
5 346 19
5 345 20
5 344 21
5 343 22
5 342 23
5 341 24
5 340 25
5 339 26
5 338 27
5 337 28
5 336 29
5 335 30
5 334 31
5 333 32
5 332 33
5 331 34
5 330 35
5 329 36
5 328 37
5 327 38
5 326 39
5 325 40
5 323 41
5 322 42
5 321 43
5 320 44
6 319 45
6 318 46
6 317 47
6 316 48
6 315 49
6 314 50
6 313 49
6 312 48
6 311 47
6 310 46
6 309 45
6 308 44
6 307 43
6 306 42
6 305 41
6 304 40
6 303 39
6 302 38
6 301 37
6 300 36
6 299 35
6 298 34
6 297 33
6 296 32
6 295 31
6 294 30
6 293 29
6 292 28
6 291 27
6 290 26
6 289 25
6 288 24
6 287 23
6 286 22
6 285 21
6 284 20
6 283 19
6 282 18
6 281 17
6 280 16
7 279 15
7 278 14
7 277 13
7 276 12
7 275 11
7 274 10
7 273 9
7 272 8
7 271 7
7 270 6
7 269 5
7 268 4
7 267 3
7 266 2
7 265 1
7 264 10
7 263 20
7 262 30
7 261 40
7 260 50
7 259 40
7 258 30
7 257 20
7 256 10
7 255 2
7 254 3
7 253 4
7 252 7
7 251 8
7 250 9
8 249 12
8 248 13
8 247 14
8 246 17
8 245 18
8 244 19
8 243 22
8 242 23
8 241 24
8 240 27
8 239 28
8 238 29
8 237 32
8 236 33
8 235 34
8 234 37
8 233 38
8 232 39
8 231 42
8 230 43
8 229 44
8 228 47
8 227 48
8 226 49
8 225 2
8 224 4
8 223 6
8 222 8
8 221 10
8 220 12
9 219 14
9 218 16
9 217 18
9 216 20
9 215 22
9 214 24
9 213 26
9 212 28
9 211 30
9 210 32
9 209 34
9 208 36
9 207 38
9 206 40
9 205 42
9 204 44
9 203 46
9 202 48
9 201 50
9 200 48
9 199 46
9 198 44
9 197 42
9 196 40
9 195 38
9 194 36
9 193 34
9 192 32
9 191 30
9 190 28
1 189 26
1 188 24
1 187 22
1 186 20
1 185 18
1 184 16
1 183 14
1 182 12
1 181 10
1 180 8
1 179 6
1 178 4
1 177 2
1 176 1
1 175 3
1 174 5
1 173 7
1 172 9
1 171 7
1 170 5
1 169 3
1 168 1
1 167 1
1 166 2
1 165 3
1 164 4
1 163 5
1 162 6
1 161 7
1 160 8
2 159 9
2 158 10
2 157 11
2 156 12
2 155 13
2 154 14
2 153 15
2 152 16
2 151 17
2 150 18
2 149 19
2 148 20
2 147 21
2 146 22
2 145 23
2 144 24
2 143 25
2 142 26
2 141 27
2 140 28
2 139 29
2 138 30
2 137 31
2 136 32
2 135 33
2 134 34
2 133 35
2 132 36
2 131 37
2 130 38
3 129 39
3 128 40
3 127 41
3 126 42
3 125 43
3 124 44
3 123 45
3 122 46
3 121 47
3 120 48
3 119 49
3 118 50
3 117 49
3 116 48
3 115 47
3 114 46
3 113 45
3 112 44
3 111 43
3 110 42
3 109 41
3 108 40
3 107 39
3 106 38
3 105 37
3 104 36
3 103 35
3 102 34
3 101 33
3 100 32
4 99 31
4 98 30
4 97 29
4 96 28
4 95 27
4 94 26
4 93 25
4 92 24
4 91 23
4 90 22
4 89 21
4 88 20
4 87 19
4 86 18
4 85 17
4 84 16
4 83 15
4 82 14
4 81 13
4 80 12
4 79 11
4 78 10
4 77 9
4 76 8
4 75 7
4 74 6
4 73 5
4 72 4
4 71 3
4 70 2
5 69 1
5 68 2
5 67 4
5 66 6
5 65 8
5 64 10
5 63 12
5 62 14
5 61 16
5 60 18
5 59 20
5 58 22
5 57 24
5 56 26
5 55 28
5 54 30
5 53 32
5 52 34
5 51 36
5 50 38
5 49 40
5 48 42
5 47 44
5 46 46
5 45 48
5 44 50
5 43 48
5 42 46
5 41 44
5 40 42
6 39 40
6 38 38
6 37 36
6 36 34
6 35 32
6 34 30
6 33 28
6 32 26
6 31 24
6 30 22
6 29 20
6 28 18
6 27 16
6 26 14
6 25 12
6 24 10
6 23 8
6 22 6
6 21 4
6 20 2
6 19 1
6 18 3
6 17 5
6 16 7
6 15 9
6 14 13
6 13 15
6 12 17
6 11 19
6 10 21
7 9 23
7 8 25
10 7 27
7 6 29
7 5 31
7 4 33
7 3 35
7 2 37
7 1 39
