600 89701
1 3 49
1 4 45
1 10 46
1 11 44
1 17 48
1 23 47
1 24 45
1 28 48
1 33 49
1 34 48
1 35 50
1 39 42
1 41 40
1 42 41
1 46 49
1 47 48
1 48 49
1 49 50
1 50 40
1 54 41
1 59 43
1 63 43
1 68 48
1 69 41
1 70 50
1 80 42
1 81 45
1 84 43
1 89 48
1 90 47
1 91 41
1 92 44
1 96 45
1 97 47
1 98 41
1 99 41
1 100 40
1 102 46
1 105 50
1 106 48
1 107 46
1 109 48
1 110 45
1 111 44
1 115 41
1 119 50
1 121 44
1 122 42
1 123 40
1 125 44
1 126 40
1 127 42
1 128 47
1 139 46
1 160 44
1 161 48
1 162 43
1 165 44
1 166 42
1 168 42
1 175 43
1 176 40
1 178 40
1 179 46
1 182 48
1 185 41
1 190 45
1 197 50
1 199 44
1 200 49
1 201 46
1 202 42
1 206 50
1 208 49
1 222 44
1 223 50
1 224 46
1 229 43
1 233 47
1 241 43
1 243 44
1 251 50
1 252 48
1 262 40
1 268 46
1 274 42
1 275 49
1 277 49
1 281 40
1 287 44
1 299 46
1 301 49
1 302 47
1 303 44
1 308 42
1 314 42
1 316 47
1 317 41
1 322 47
1 324 46
1 325 40
1 337 42
1 345 41
1 357 50
1 358 50
1 368 40
1 382 49
1 383 41
1 386 48
1 389 42
1 390 47
1 399 48
1 400 49
1 401 44
1 404 48
1 410 41
1 412 40
1 420 40
1 421 47
1 422 46
1 431 41
1 433 50
1 435 49
1 436 40
1 437 50
1 438 44
1 439 48
1 442 48
1 444 47
1 445 40
1 446 48
1 451 40
1 452 45
1 453 50
1 455 41
1 462 44
1 468 46
1 470 44
1 472 42
1 477 49
1 480 40
1 483 40
1 485 48
1 486 47
1 487 45
1 491 44
1 492 41
1 494 49
1 498 45
1 504 42
1 512 41
1 518 44
1 520 46
1 522 48
1 525 46
1 532 46
1 533 49
1 538 45
1 539 46
1 545 49
1 547 49
1 552 47
1 557 45
1 562 41
1 565 44
1 567 43
1 571 44
1 581 50
1 582 49
1 583 49
1 585 46
1 586 48
1 592 41
1 594 44
2 7 47
2 12 42
2 16 40
2 25 42
2 38 47
2 53 44
2 62 46
2 65 41
2 67 44
2 108 50
2 113 49
2 120 43
2 124 44
2 131 50
2 135 41
2 138 40
2 151 50
2 159 50
2 170 42
2 171 45
2 172 44
2 187 47
2 189 40
2 205 45
2 210 48
2 213 46
2 220 47
2 226 41
2 254 42
2 264 46
2 267 43
2 276 46
2 294 50
2 318 49
2 333 46
2 334 45
2 363 44
2 371 48
2 372 46
2 393 45
2 414 45
2 415 42
2 424 47
2 450 50
2 461 45
2 465 42
2 493 44
2 495 45
2 502 48
2 519 46
2 528 45
2 529 48
2 540 47
2 541 50
2 544 45
2 553 45
2 554 44
2 555 44
2 574 45
2 577 43
2 595 41
3 4 43
3 17 48
3 23 48
3 28 49
3 33 50
3 34 41
3 35 45
3 39 49
3 46 41
3 48 42
3 49 44
3 50 48
3 54 46
3 63 49
3 68 50
3 70 50
3 80 41
3 81 49
3 90 50
3 92 50
3 97 41
3 107 50
3 115 46
3 119 44
3 121 49
3 126 49
3 128 41
3 166 49
3 168 45
3 176 42
3 179 44
3 182 43
3 185 47
3 190 50
3 197 42
3 199 40
3 200 47
3 206 48
3 208 42
3 241 45
3 274 43
3 275 42
3 277 43
3 281 46
3 287 45
3 299 43
3 302 48
3 317 41
3 337 47
3 345 40
3 357 40
3 368 45
3 386 47
3 390 47
3 399 42
3 400 44
3 401 41
3 410 46
3 412 40
3 431 50
3 435 48
3 436 43
3 438 47
3 442 42
3 455 50
3 468 44
3 470 42
3 477 48
3 480 44
