1000 100000
34 369 31
448 990 5
69 426 10
641 282 8
908 195 18
629 813 13
923 877 36
858 738 12
799 530 18
977 24 44
165 13 39
913 777 3
131 100 36
55 291 1
213 749 26
295 625 28
39 46 42
654 759 39
16 707 40
338 373 7
160 578 43
519 530 30
217 422 18
402 857 35
332 340 14
717 63 21
967 52 11
713 568 12
271 857 2
957 283 28
815 707 40
361 910 14
988 568 35
567 896 40
660 343 19
709 885 4
954 562 38
378 671 20
314 643 13
186 406 35
344 437 26
706 603 3
494 503 27
899 161 38
369 334 46
522 460 20
85 537 40
261 685 10
585 624 41
148 898 10
425 260 40
430 405 43
121 907 21
670 187 30
99 227 7
770 870 22
572 7 38
401 125 50
168 208 4
625 614 36
436 139 26
414 656 14
887 166 41
554 803 11
32 714 49
395 380 47
577 460 7
204 799 39
22 194 32
802 397 3
710 777 23
10 310 40
332 46 5
516 581 8
131 419 26
905 143 12
188 620 36
318 480 32
164 466 30
901 809 18
413 977 3
751 557 24
990 701 41
555 151 3
79 606 27
117 124 19
996 253 28
117 885 12
693 284 24
43 387 43
536 588 6
190 194 49
836 364 42
426 823 34
971 468 38
213 847 14
126 990 17
954 325 41
361 862 1
343 38 43
805 251 42
287 746 27
592 815 12
956 715 9
832 517 44
932 666 13
843 946 6
802 919 34
507 274 34
13 750 18
79 152 1
878 461 13
717 133 8
205 553 10
51 16 33
281 80 5
381 51 43
63 830 3
269 274 15
546 472 40
159 263 6
985 850 17
985 504 8
329 971 9
959 387 29
366 571 14
627 284 18
735 507 30
113 396 37
211 387 31
872 26 3
568 777 39
403 18 2
452 503 30
127 213 21
341 706 41
289 208 11
952 467 36
919 968 13
103 662 16
690 324 34
764 436 45
778 879 19
991 112 21
628 297 27
904 11 39
21 594 42
913 982 12
450 573 36
460 616 34
776 819 3
715 390 1
916 412 40
957 366 19
48 135 41
326 870 25
841 655 34
102 126 3
631 942 38
248 848 15
120 336 29
174 740 25
96 202 45
293 956 48
847 763 12
198 492 39
745 541 25
537 889 32
938 921 18
162 842 6
678 173 22
296 805 42
378 630 24
173 53 19
991 886 4
215 986 26
819 386 10
942 525 42
511 83 47
170 185 47
747 366 49
955 758 3
828 48 23
112 51 36
713 840 15
882 826 13
702 611 50
975 532 32
613 311 44
293 574 13
976 277 32
398 160 9
455 103 22
359 948 5
210 116 44
606 168 33
692 1000 10
526 909 36
146 302 30
911 493 38
146 965 44
199 973 10
932 203 4
160 929 13
667 647 35
11 954 41
472 884 16
51 714 31
772 977 9
617 495 24
609 267 1
521 626 16
250 702 19
885 307 20
833 731 35
658 607 49
593 416 39
504 16 32
105 448 28
337 404 32
348 299 43
995 158 46
434 311 28
267 534 48
643 64 42
278 267 21
757 888 38
592 483 40
950 301 6
228 443 17
273 844 13
100 432 45
357 168 33
918 268 47
312 879 34
781 935 50
477 455 22
123 913 22
24 984 37
972 219 9
757 908 17
336 695 11
166 274 8
533 737 42
221 402 36
794 929 7
445 851 44
174 873 32
352 668 31
616 863 23
306 538 31
314 150 3
798 288 16
849 141 37
941 197 33
392 741 10
433 384 8
331 897 13
215 892 27
226 836 11
193 773 38
495 939 21
840 295 37
145 999 37
824 654 13
728 954 8
768 558 12
561 883 22
507 69 1
93 793 7
129 957 17
386 72 15
483 472 42
446 288 33
258 147 30
583 650 40
480 640 22
612 178 12
357 83 15
423 912 8
190 66 38
116 626 8
100 470 37
43 465 33
380 651 13
441 432 34
856 436 42
752 106 12
359 517 43
690 416 50
212 320 13
741 1 39
735 727 1
530 839 44
642 482 43
18 965 28
561 336 20
704 494 48
159 507 25
161 438 35
921 314 24
26 868 16
29 271 36
87 710 41
390 31 11
62 241 8
65 587 26
418 893 39
326 269 32
353 222 13
537 851 8
635 947 46
952 716 6
866 964 48
744 216 12
720 904 32
327 636 38
364 913 44
113 879 46
308 696 23
848 64 46
968 882 20
561 363 37
53 614 35
510 689 21
234 8 18
930 19 37
570 424 22
212 125 37
463 412 20
541 337 3
934 783 42
221 145 5
533 795 26
291 770 28
910 457 50
941 455 9
198 855 41
649 890 34
60 433 17
782 831 40
641 948 29
390 709 18
893 83 13
799 363 45
791 296 45
286 761 32
106 599 14
961 928 3
74 970 30
722 490 5
913 950 31
225 12 47
811 560 21
836 756 17
930 225 48
137 386 45
954 752 44
143 416 7
909 411 43
979 94 22
262 580 8
712 194 16
848 50 18
302 621 4
476 257 6
447 640 1
841 301 32
758 348 44
169 364 14
957 300 4
914 67 12
672 971 50
764 685 36
359 657 46
167 621 49
446 626 8
926 1 11
372 232 49
450 839 41
174 767 13
859 796 6
417 321 31
627 959 5
820 482 33
978 2 21
902 711 27
241 409 19
806 240 26
24 967 42
536 434 35
950 789 12
728 25 2
25 46 41
737 632 43
721 376 4
494 792 28
465 530 44
860 886 43
694 368 18
922 260 25
554 551 20
911 367 28
576 124 48
590 87 47
754 782 45
837 688 22
850 692 1
229 483 25
969 255 22
93 142 42
461 9 38
522 142 44
507 27 23
588 902 25
839 656 11
910 519 47
910 226 15
782 918 17
305 987 9
516 562 13
543 754 16
118 120 14
135 858 30
489 684 6
797 164 34
744 788 1
586 923 1
522 563 5
470 181 23
634 683 45
293 240 16
660 144 23
726 760 32
213 787 36
234 553 38
262 858 48
133 271 35
390 584 41
698 669 39
163 918 10
436 788 11
158 885 36
381 358 9
449 660 7
691 177 34
977 173 30
784 719 24
687 743 21
809 701 35
944 20 12
289 511 21
376 680 22
894 86 45
890 24 42
455 99 47
432 234 46
301 575 39
753 176 28
987 624 35
410 351 45
558 253 48
514 288 13
493 886 32
934 931 1
467 174 25
872 63 44
220 991 5
731 677 26
286 160 13
591 625 18
681 825 10
336 841 23
97 673 30
748 194 7
761 667 39
897 464 9
954 688 20
282 210 30
649 661 46
323 767 24
78 57 36
403 161 21
177 947 5
357 130 30
555 274 38
413 893 5
192 571 45
254 477 36
549 798 34
889 502 41
78 793 8
489 994 25
593 577 11
24 610 21
925 463 19
775 291 8
282 875 38
251 666 50
857 643 48
847 448 11
170 180 5
682 288 34
342 477 8
80 871 38
199 83 21
727 986 43
389 9 2
286 717 17
225 608 49
598 212 15
416 781 21
84 483 33
843 523 31
554 971 30
256 66 7
742 737 49
612 938 41
623 389 8
652 147 38
895 477 28
803 952 18
742 50 23
405 481 16
296 195 20
10 655 42
899 822 5
711 192 6
817 610 35
878 700 19
429 596 5
762 467 20
657 28 14
810 37 17
53 650 30
153 323 13
704 560 47
783 644 16
487 675 4
297 865 8
704 544 49
162 706 42
303 680 29
803 907 39
831 888 3
592 486 24
999 711 50
657 322 20
520 531 43
621 333 33
271 669 3
618 168 13
144 212 25
551 397 6
778 614 46
424 660 23
684 729 33
714 558 18
869 33 35
859 947 17
645 224 26
749 955 49
128 323 48
732 797 7
363 475 5
208 459 33
917 431 23
437 460 13
330 364 30
844 682 48
317 202 12
181 149 32
877 351 45
543 622 10
504 97 16
256 754 47
408 12 21
382 960 27
588 337 50
968 922 31
276 793 19
807 311 31
921 503 2
361 323 11
157 973 12
998 930 12
886 566 37
96 643 10
280 680 39
718 688 23
533 780 5
523 120 49
910 27 50
190 402 18
908 209 21
115 816 19
353 661 43
889 756 39
686 273 21
659 481 15
684 214 5
783 442 33
872 520 20
404 234 18
110 423 39
358 201 42
746 406 3
410 70 43
54 502 32
659 457 38
169 743 40
319 706 8
464 641 27
872 255 19
890 134 47
100 275 45
2 932 26
90 395 24
27 535 36
83 942 27
641 408 24
266 152 4
193 684 30
195 897 2
599 359 10
537 770 42
299 781 47
298 944 8
762 450 29
676 351 1
829 521 37
125 935 17
463 21 7
239 744 37
397 766 46
973 260 5
56 529 13
903 381 15
753 766 37
224 788 22
441 508 40
804 658 49
298 478 42
585 78 7
237 33 44
964 662 2
261 1 31
383 204 24
972 115 2
777 692 24
862 426 15
713 376 25
855 500 6
990 529 50
71 819 13
66 962 12
269 395 11
526 514 23
586 3 5
545 556 46
391 173 38
607 339 15
807 181 38
12 326 4
320 386 27
273 724 41
45 445 27
691 981 36
447 234 38
159 153 22
400 509 37
181 869 26
137 485 2
197 318 20
494 799 18
848 67 19
726 187 30
190 371 8
346 93 43
810 579 41
218 243 32
655 833 13
925 963 43
197 403 7
262 928 12
682 419 13
130 146 32
776 451 48
670 132 28
542 982 40
248 250 23
310 231 5
168 947 39
760 308 19
169 58 23
841 487 39
367 961 46
424 162 29
747 559 48
753 883 12
283 117 32
910 369 8
293 790 50
378 569 39
492 715 41
200 442 49
457 503 22
705 282 35
701 677 17
582 437 13
614 183 26
243 836 31
848 610 15
57 534 2
403 291 21
904 694 41
618 14 16
44 833 34
503 513 49
201 480 18
271 857 17
54 77 30
967 583 6
547 352 34
884 1 1
499 484 16
539 289 10
392 746 38
