512 1024
1 2 20
1 3 36
1 4 50
1 5 43
1 6 16
1 7 11
2 3 8
2 4 50
2 5 25
2 6 35
2 7 47
2 8 23
3 4 44
3 5 25
3 6 41
3 7 45
3 8 38
4 5 3
4 6 23
5 6 24
5 7 9
6 7 42
6 8 48
7 8 49
7 9 20
7 10 44
8 9 4
8 10 25
8 11 36
9 10 21
9 11 32
10 11 27
10 12 47
10 13 39
10 14 10
11 12 46
11 13 27
12 13 34
12 14 36
12 15 48
13 14 50
13 15 41
13 16 34
13 17 31
14 15 13
14 16 25
14 17 30
14 18 32
15 16 4
15 17 35
15 18 33
15 19 43
16 17 36
16 18 48
17 18 37
17 19 46
18 19 30
18 20 26
18 21 24
18 22 3
18 23 44
18 24 16
19 20 13
19 21 12
19 22 25
19 23 37
19 24 28
20 21 2
20 22 5
21 22 37
21 23 27
22 23 15
22 24 20
22 25 30
22 26 36
23 24 22
23 25 34
24 25 44
24 26 4
24 27 11
24 28 35
24 29 27
25 26 5
25 27 18
25 28 26
25 29 43
25 30 48
25 31 48
26 27 1
26 28 46
26 29 15
26 30 49
27 28 46
27 29 10
27 30 20
27 31 32
27 32 5
27 33 45
28 29 35
28 30 40
28 31 33
28 32 5
29 30 19
29 31 6
29 32 26
29 33 31
30 31 9
30 32 41
30 33 22
30 34 26
31 32 47
31 33 47
32 33 12
32 34 36
32 35 3
32 36 27
33 34 25
33 35 29
33 36 13
33 37 18
34 35 19
34 36 2
34 37 6
35 36 24
35 37 42
35 38 17
35 39 5
35 40 27
35 41 42
36 37 35
36 38 25
37 38 43
37 39 19
37 40 26
37 41 29
37 42 41
37 43 36
38 39 3
38 40 50
39 40 36
39 41 20
39 42 27
39 43 22
39 44 27
39 45 13
40 41 12
40 42 44
41 42 27
41 43 37
42 43 5
42 44 39
42 45 19
42 46 41
42 47 27
43 44 9
43 45 26
43 46 24
43 47 21
43 48 21
44 45 39
44 46 46
44 47 17
44 48 13
44 49 17
45 46 33
45 47 40
45 48 21
45 49 41
45 50 7
45 51 50
46 47 20
46 48 13
46 49 18
46 50 23
47 48 23
47 49 8
48 49 8
48 50 36
48 51 22
49 50 50
49 51 43
49 52 20
49 53 18
49 54 36
50 51 42
50 52 24
50 53 36
50 54 13
50 55 10
51 52 26
51 53 44
52 53 11
52 54 37
52 55 47
52 56 7
53 54 47
53 55 42
53 56 26
53 57 31
54 55 32
54 56 34
54 57 19
55 56 19
55 57 41
55 58 22
55 59 20
55 60 30
56 57 46
56 58 35
56 59 27
56 60 22
56 61 39
57 58 49
57 59 32
58 59 46
58 60 6
58 61 22
58 62 13
59 60 14
59 61 50
59 62 33
60 61 4
60 62 22
60 63 24
60 64 26
60 65 38
60 66 45
61 62 7
61 63 9
61 64 38
61 65 26
61 66 29
62 63 2
62 64 44
62 65 27
63 64 12
63 65 29
63 66 39
63 67 4
63 68 11
64 65 5
64 66 25
64 67 31
64 68 36
64 69 46
64 70 27
65 66 7
65 67 18
65 68 27
65 69 30
66 67 28
66 68 20
66 69 20
66 70 30
66 71 44
66 72 24
67 68 29
67 69 1
67 70 46
67 71 38
68 69 25
68 70 34
68 71 22
69 70 41
69 71 6
69 72 21
69 73 5
70 71 31
70 72 23
70 73 32
71 72 10
71 73 34
72 73 42
72 74 17
72 75 46
72 76 12
73 74 8
73 75 31
74 75 38
74 76 6
75 76 48
75 77 38
75 78 22
75 79 10
76 77 4
76 78 10
77 78 8
77 79 8
77 80 35
77 81 36
77 82 45
78 79 30
78 80 40
78 81 37
78 82 27
78 83 37
79 80 47
79 81 42
80 81 33
80 82 3
81 82 33
81 83 49
82 83 38
82 84 28
83 84 44
83 85 29
84 85 29
84 86 19
84 87 43
84 88 38
84 89 40
84 90 32
85 86 22
85 87 21
85 88 30
86 87 7
86 88 42
86 89 32
87 88 35
87 89 35
87 90 17
87 91 2
87 92 5
87 93 28
88 89 29
88 90 27
88 91 39
89 90 48
89 91 34
89 92 26
90 91 45
90 92 9
90 93 4
91 92 31
91 93 13
91 94 19
91 95 1
92 93 3
92 94 38
92 95 36
92 96 10
93 94 12
93 95 31
93 96 31
93 97 31
94 95 14
94 96 15
94 97 48
94 98 36
94 99 9
94 100 5
95 96 8
95 97 4
95 98 32
95 99 50
96 97 42
96 98 37
96 99 26
96 100 36
96 101 44
97 98 11
97 99 9
97 100 3
98 99 11
98 100 46
98 101 4
98 102 30
99 100 1
99 101 42
100 101 4
100 102 8
100 103 26
101 102 47
101 103 33
101 104 4
101 105 40
102 103 14
102 104 24
102 105 9
103 104 33
103 105 6
103 106 42
103 107 47
104 105 36
104 106 47
104 107 31
104 108 22
105 106 3
105 107 33
105 108 46
106 107 20
106 108 36
106 109 33
106 110 10
106 111 30
107 108 50
107 109 3
107 110 4
107 111 42
107 112 16
108 109 25
108 110 25
108 111 6
108 112 35
109 110 35
109 111 15
110 111 29
110 112 30
110 113 9
111 112 41
111 113 1
111 114 38
111 115 17
111 116 3
112 113 38
112 114 5
113 114 40
113 115 50
113 116 18
113 117 36
113 118 7
114 115 12
114 116 6
114 117 47
114 118 50
114 119 48
115 116 4
115 117 29
115 118 13
115 119 20
115 120 34
116 117 37
116 118 49
116 119 33
116 120 31
117 118 15
117 119 23
117 120 10
117 121 4
117 122 21
117 123 24
118 119 38
118 120 48
118 121 39
119 120 40
119 121 25
119 122 2
120 121 32
120 122 6
120 123 5
120 124 24
121 122 27
121 123 40
121 124 26
122 123 34
122 124 2
122 125 50
122 126 1
122 127 36
122 128 14
123 124 22
123 125 47
123 126 30
123 127 9
124 125 31
124 126 23
124 127 12
124 128 35
125 126 24
125 127 12
125 128 38
125 129 23
126 127 23
126 128 7
127 128 33
127 129 44
127 130 9
127 131 41
127 132 24
128 129 44
128 130 4
128 131 44
128 132 20
128 133 43
129 130 36
129 131 13
130 131 22
130 132 26
130 133 28
130 134 17
130 135 40
130 136 49
131 132 5
131 133 49
131 134 17
132 133 14
132 134 39
132 135 8
132 136 33
132 137 44
132 138 40
133 134 37
133 135 23
133 136 1
133 137 49
134 135 17
134 136 39
134 137 45
134 138 4
135 136 13
135 137 10
135 138 27
135 139 49
135 140 34
136 137 30
136 138 3
136 139 37
136 140 45
136 141 10
136 142 23
137 138 12
137 139 35
138 139 15
138 140 44
139 140 16
139 141 9
140 141 3
140 142 20
141 142 12
141 143 44
141 144 49
142 143 12
142 144 36
143 144 36
143 145 2
143 146 34
143 147 43
143 148 34
144 145 47
144 146 48
144 147 43
144 148 8
144 149 12
144 150 28
145 146 33
145 147 30
146 147 23
146 148 5
146 149 22
146 150 8
146 151 50
146 152 26
147 148 9
147 149 12
148 149 49
148 150 36
149 150 33
149 151 20
149 152 42
149 153 41
149 154 28
150 151 43
150 152 29
150 153 20
150 154 34
150 155 3
150 156 15
151 152 46
151 153 22
151 154 30
151 155 28
151 156 43
152 153 22
152 154 33
153 154 20
153 155 25
153 156 3
153 157 41
154 155 24
154 156 37
154 157 11
154 158 38
154 159 3
155 156 30
155 157 46
155 158 27
156 157 29
156 158 31
157 158 24
157 159 13
157 160 11
157 161 39
157 162 24
158 159 22
158 160 8
158 161 25
158 162 10
159 160 1
159 161 21
159 162 8
159 163 17
159 164 6
160 161 11
160 162 41
160 163 50
160 164 47
160 165 45
160 166 28
161 162 11
161 163 13
162 163 26
162 164 49
162 165 34
162 166 3
163 164 1
163 165 29
163 166 1
163 167 37
163 168 28
164 165 9
164 166 6
164 167 25
165 166 35
165 167 32
165 168 14
165 169 36
165 170 26
166 167 19
166 168 48
166 169 45
167 168 41
167 169 7
167 170 45
167 171 39
168 169 34
168 170 40
