40 780
1 2 49
1 3 27
1 4 49
1 5 13
1 6 47
1 7 27
1 8 46
1 9 30
1 10 49
1 11 32
1 12 19
1 13 1
1 14 8
1 15 19
1 16 42
1 17 8
1 18 12
1 19 15
1 20 12
1 21 40
1 22 27
1 23 49
1 24 47
1 25 33
1 26 16
1 27 4
1 28 18
1 29 20
1 30 20
1 31 33
1 32 9
1 33 31
1 34 26
1 35 7
1 36 48
1 37 25
1 38 42
1 39 14
1 40 15
2 3 16
2 4 6
2 5 3
2 6 46
2 7 34
2 8 36
2 9 7
2 10 34
2 11 40
2 12 19
2 13 35
2 14 23
2 15 4
2 16 40
2 17 33
2 18 43
2 19 40
2 20 30
2 21 34
2 22 20
2 23 18
2 24 38
2 25 6
2 26 50
2 27 22
2 28 20
2 29 44
2 30 7
2 31 24
2 32 33
2 33 49
2 34 1
2 35 43
2 36 17
2 37 33
2 38 22
2 39 31
2 40 42
3 4 35
3 5 25
3 6 28
3 7 3
3 8 37
3 9 38
3 10 4
3 11 30
3 12 27
3 13 49
3 14 29
3 15 35
3 16 9
3 17 14
3 18 28
3 19 25
3 20 24
3 21 46
3 22 31
3 23 9
3 24 4
3 25 23
3 26 37
3 27 20
3 28 41
3 29 13
3 30 19
3 31 3
3 32 12
3 33 38
3 34 48
3 35 15
3 36 24
3 37 37
3 38 2
3 39 7
3 40 44
4 5 10
4 6 24
4 7 16
4 8 46
4 9 48
4 10 23
4 11 30
4 12 22
4 13 19
4 14 18
4 15 33
4 16 28
4 17 38
4 18 1
4 19 29
4 20 48
4 21 9
4 22 8
4 23 44
4 24 5
4 25 42
4 26 17
4 27 15
4 28 25
4 29 9
4 30 41
4 31 8
4 32 35
4 33 40
4 34 46
4 35 41
4 36 24
4 37 45
4 38 11
4 39 22
4 40 37
5 6 18
5 7 2
5 8 15
5 9 49
5 10 46
5 11 50
5 12 16
5 13 14
5 14 4
5 15 49
5 16 44
5 17 19
5 18 17
5 19 24
5 20 32
5 21 40
5 22 27
5 23 1
5 24 25
5 25 22
5 26 45
5 27 33
5 28 48
5 29 37
5 30 7
5 31 7
5 32 22
5 33 44
5 34 43
5 35 44
5 36 20
5 37 36
5 38 30
5 39 30
5 40 1
6 7 35
6 8 31
6 9 42
6 10 7
6 11 26
6 12 29
6 13 34
6 14 36
6 15 23
6 16 9
6 17 22
6 18 4
6 19 17
6 20 49
6 21 50
6 22 38
6 23 41
6 24 45
6 25 45
6 26 33
6 27 39
6 28 19
6 29 11
6 30 49
6 31 28
6 32 12
6 33 31
6 34 45
6 35 45
6 36 18
6 37 35
6 38 24
6 39 41
6 40 19
7 8 24
7 9 3
7 10 44
7 11 44
7 12 14
7 13 8
7 14 17
7 15 47
7 16 29
7 17 23
7 18 12
7 19 33
7 20 2
7 21 1
7 22 48
7 23 13
7 24 14
7 25 39
7 26 39
7 27 31
7 28 27
7 29 13
7 30 3
7 31 21
7 32 19
7 33 18
7 34 13
7 35 39
7 36 18
7 37 5
7 38 18
7 39 19
7 40 21
8 9 34
8 10 45
8 11 49
8 12 48
8 13 15
8 14 37
8 15 45
8 16 39
8 17 46
8 18 35
8 19 48
8 20 36
8 21 47
8 22 26
8 23 6
8 24 10
8 25 50
8 26 3
8 27 50
8 28 5
8 29 39
8 30 48
8 31 17
8 32 33
8 33 17
8 34 6
8 35 1
8 36 17
8 37 19
8 38 9
8 39 12
8 40 39
9 10 49
9 11 11
9 12 34
9 13 35
9 14 12
9 15 35
9 16 1
9 17 43
9 18 17
9 19 22
9 20 7
9 21 26
9 22 20
9 23 3
9 24 50
9 25 20
9 26 20
9 27 45
9 28 36
9 29 16
9 30 33
9 31 1
9 32 28
9 33 49
9 34 5
9 35 34
9 36 38
9 37 11
9 38 34
9 39 18
9 40 30
10 11 48
10 12 18
10 13 39
10 14 48
10 15 45
10 16 16
10 17 41
10 18 20
10 19 50
10 20 15
10 21 10
10 22 18
10 23 29
10 24 22
10 25 39
10 26 45
10 27 20
10 28 11
10 29 15
10 30 11
10 31 14
10 32 33
10 33 17
10 34 16
10 35 7
10 36 24
10 37 17
10 38 28
10 39 47
10 40 9
11 12 39
11 13 36
11 14 47
11 15 15
11 16 32
11 17 33
11 18 15
11 19 31
11 20 19
11 21 15
11 22 46
11 23 1
11 24 47
11 25 41
11 26 48
11 27 12
11 28 30
11 29 18
11 30 37
11 31 15
11 32 13
11 33 2
11 34 45
11 35 11
11 36 21
11 37 3
11 38 45
11 39 12
11 40 30
12 13 12
12 14 23
12 15 13
12 16 27
12 17 50
12 18 50
12 19 30
12 20 4
12 21 5
12 22 1
12 23 4
12 24 7
12 25 35
12 26 48
12 27 22
12 28 12
12 29 29
12 30 5
12 31 20
12 32 18
12 33 9
12 34 42
12 35 39
12 36 22
12 37 4
12 38 48
12 39 32
12 40 20
13 14 27
13 15 7
13 16 39
13 17 30
13 18 23
13 19 14
13 20 37
13 21 11
13 22 50
13 23 6
13 24 45
13 25 4
13 26 15
13 27 30
13 28 26
13 29 11
13 30 42
13 31 43
13 32 45
13 33 22
13 34 47
13 35 46
13 36 32
13 37 5
13 38 44
13 39 12
13 40 17
14 15 39
14 16 35
14 17 36
14 18 47
14 19 6
14 20 18
14 21 13
14 22 29
14 23 36
14 24 48
14 25 32
14 26 2
14 27 18
14 28 23
14 29 3
14 30 31
14 31 6
14 32 24
14 33 2
14 34 50
14 35 12
14 36 29
14 37 46
14 38 48
14 39 45
14 40 35
15 16 17
15 17 31
15 18 20
15 19 42
15 20 43
15 21 3
15 22 7
15 23 17
15 24 46
15 25 35
15 26 39
15 27 10
15 28 2
15 29 43
15 30 37
15 31 10
15 32 46
15 33 18
15 34 32
15 35 19
15 36 10
15 37 4
15 38 20
15 39 46
15 40 16
16 17 40
16 18 16
16 19 42
16 20 26
16 21 14
16 22 5
16 23 17
16 24 45
16 25 8
16 26 49
16 27 12
16 28 44
16 29 36
16 30 31
16 31 9
16 32 13
16 33 43
16 34 31
16 35 8
16 36 17
16 37 3
16 38 43
16 39 46
16 40 30
17 18 23
17 19 50
17 20 44
17 21 40
17 22 27
17 23 49
17 24 28
