104 52
34 71 17
21 84 18
16 89 34
27 78 35
47 58 24
51 54 6
36 69 42
43 62 17
4 101 24
8 97 31
26 79 26
17 88 48
30 75 31
10 95 8
50 55 48
44 61 12
13 92 21
29 76 44
11 94 39
37 68 14
3 102 44
1 104 44
7 98 17
32 73 34
28 77 15
38 67 28
46 59 49
9 96 46
5 100 10
18 87 26
24 81 15
45 60 33
20 85 4
31 74 25
25 80 36
14 91 18
40 65 10
33 72 18
52 53 32
48 57 9
42 63 42
39 66 46
23 82 31
15 90 43
19 86 19
22 83 49
12 93 29
6 99 23
35 70 46
49 56 19
41 64 2
2 103 5
