1000 10000
6 131 8
102 960 3
13 774 46
45 298 48
230 668 8
212 483 13
576 843 32
282 463 13
262 470 23
418 757 33
422 983 20
285 358 2
48 271 23
74 974 36
340 537 26
316 979 41
87 592 26
669 822 5
96 933 20
791 901 35
210 326 5
102 945 26
144 169 15
114 539 14
723 929 14
492 720 12
225 374 24
270 904 23
21 344 50
752 883 19
533 686 8
187 625 8
178 707 22
873 926 11
675 829 25
416 507 9
209 460 22
162 281 17
119 929 45
360 534 15
811 994 32
218 272 9
158 709 4
449 494 37
191 939 9
127 332 14
144 287 37
714 740 26
209 251 1
236 659 27
95 610 37
790 967 11
155 421 34
23 151 30
481 649 40
729 856 15
857 924 32
284 920 5
334 829 41
176 645 4
462 963 42
118 187 23
818 826 33
19 453 41
321 712 4
20 269 23
293 668 33
152 394 32
188 707 26
126 733 43
698 732 35
239 546 19
104 443 42
658 749 2
277 470 23
763 920 47
104 578 23
486 605 42
295 457 37
633 989 14
409 722 38
223 546 28
782 916 18
502 921 39
470 472 6
45 466 28
708 876 17
419 591 31
34 230 16
679 911 5
545 952 46
93 632 11
34 992 37
118 591 43
511 787 31
47 560 18
177 537 36
936 943 35
468 723 11
20 730 6
337 923 30
162 349 43
121 156 20
237 436 15
374 575 18
648 657 15
340 966 11
233 647 26
214 706 42
439 784 28
167 622 42
721 863 44
51 422 40
254 760 49
7 77 17
23 941 8
379 961 47
69 349 17
524 697 36
354 921 15
96 446 6
567 758 9
304 962 30
228 920 11
420 447 22
425 755 31
351 607 11
260 474 18
38 172 42
323 494 3
330 798 42
239 920 36
124 654 48
272 918 45
420 694 28
83 92 27
705 761 38
428 435 46
499 857 25
494 577 9
76 244 23
463 900 35
96 125 49
699 776 45
192 893 10
73 590 21
343 821 12
238 842 2
261 374 3
129 218 27
296 351 35
23 298 45
24 201 47
285 428 41
639 708 19
400 659 19
77 628 41
373 405 34
104 379 37
605 725 49
532 761 29
207 301 38
491 997 4
381 678 11
746 774 26
586 625 48
303 374 36
223 419 46
375 708 13
507 779 40
602 929 17
50 75 21
232 966 22
23 757 37
40 801 32
133 951 5
600 690 30
221 736 3
558 744 11
110 740 31
307 982 28
226 381 29
365 705 24
26 773 10
655 985 47
269 613 6
142 985 46
145 300 29
142 701 19
721 919 3
880 931 7
41 858 14
171 697 39
29 998 27
615 844 18
145 220 50
