500 100000
1 2 7
1 3 5
1 5 3
1 6 36
1 7 29
1 8 46
1 9 37
1 10 42
1 11 49
1 12 11
1 13 29
1 14 46
1 15 9
1 16 6
1 18 24
1 19 12
1 20 25
1 21 17
1 23 20
1 24 35
1 25 43
1 26 23
1 27 5
1 28 7
1 29 32
1 31 10
1 32 19
1 33 38
1 34 47
1 35 12
1 36 12
1 37 19
1 39 6
1 40 21
1 43 31
1 44 36
1 45 26
1 46 9
1 47 39
1 48 36
1 49 17
1 50 22
1 52 31
1 53 6
1 54 29
1 55 43
1 57 28
1 58 13
1 59 34
1 60 24
1 61 31
1 62 3
1 63 26
1 65 26
1 67 30
1 68 43
1 69 27
1 70 15
1 71 17
1 73 48
1 75 4
1 76 10
1 77 42
1 78 23
1 79 16
1 80 18
1 81 38
1 82 37
1 83 41
1 85 14
1 86 31
1 88 31
1 89 32
1 90 22
1 91 31
1 92 34
1 94 26
1 95 9
1 96 38
1 97 4
1 98 21
1 99 1
1 101 47
1 105 37
1 106 30
1 107 18
1 108 48
1 109 8
1 110 10
1 112 22
1 113 8
1 114 15
1 115 23
1 116 17
1 117 39
1 118 27
1 119 16
1 120 5
1 121 38
1 122 34
1 124 19
1 125 23
1 126 32
1 127 40
1 128 18
1 129 23
1 130 13
1 131 5
1 133 25
1 134 48
1 135 47
1 136 15
1 138 5
1 139 18
1 140 50
1 141 14
1 142 18
1 143 6
1 144 6
1 145 37
1 146 33
1 149 36
1 150 20
1 151 30
1 152 41
1 153 41
1 155 47
1 156 4
1 157 21
1 159 26
1 160 48
1 161 21
1 164 37
1 165 17
1 166 20
1 167 14
1 168 36
1 169 49
1 170 1
1 171 40
1 172 34
1 173 31
1 174 35
1 175 43
1 176 49
1 177 43
1 178 47
1 179 29
1 180 50
1 181 25
1 182 9
1 183 4
1 184 40
1 185 18
1 187 45
1 188 23
1 189 15
1 191 8
1 192 12
1 193 23
1 194 36
1 195 20
1 196 17
1 199 42
1 200 26
1 201 19
1 202 37
1 203 19
1 204 16
1 205 44
1 207 28
1 208 3
1 210 10
1 211 39
1 212 44
1 213 18
1 214 14
1 216 25
1 217 46
1 218 42
1 219 18
1 220 15
1 221 38
1 222 12
1 223 1
1 226 1
1 227 34
1 228 48
1 230 34
1 231 7
1 232 18
1 233 45
1 234 13
1 235 31
1 238 2
1 239 18
1 241 4
1 242 9
1 243 50
1 244 13
1 248 46
1 249 50
1 251 15
1 252 24
1 255 35
1 256 22
1 257 46
1 258 29
1 259 45
1 260 5
1 262 41
1 264 41
1 265 12
1 266 37
1 267 47
1 268 33
1 269 18
1 270 18
1 271 14
1 272 25
1 273 4
1 274 13
1 275 25
1 277 12
1 279 27
1 280 16
1 281 17
1 282 23
1 283 23
1 284 48
1 285 37
1 286 33
1 287 34
1 288 37
1 289 28
1 290 16
1 291 48
1 293 10
1 294 17
1 295 17
1 296 3
1 297 4
1 298 7
1 299 25
1 301 39
1 302 12
1 303 32
1 305 40
1 306 26
1 307 17
1 308 10
1 309 29
1 313 48
1 314 27
1 315 28
1 316 1
1 317 19
1 318 42
1 319 26
1 320 7
1 321 33
1 322 12
1 323 1
1 324 18
1 325 22
1 326 40
1 327 9
1 328 24
1 329 14
1 330 35
1 333 4
1 334 15
1 335 1
1 336 3
1 337 48
1 338 9
1 339 32
1 340 19
1 341 48
1 342 19
1 343 18
1 344 19
1 345 46
1 346 13
1 347 23
1 348 11
1 351 50
1 352 36
1 353 14
1 354 47
1 356 3
1 357 27
1 359 27
1 360 26
1 361 39
1 362 49
1 363 29
1 364 4
1 365 39
1 366 31
1 367 15
1 368 50
1 370 32
1 371 15
1 372 6
1 373 7
1 376 31
1 377 37
1 378 47
1 379 30
1 380 5
1 382 50
1 383 4
1 384 21
1 385 37
1 386 13
1 387 50
1 388 34
1 389 49
1 390 13
1 391 33
1 392 46
1 393 10
1 394 4
1 395 14
1 396 28
1 397 11
1 398 21
1 399 26
1 400 14
1 401 49
1 402 8
1 404 21
1 405 32
1 406 10
1 407 8
1 408 39
1 409 46
1 410 16
1 411 41
1 413 11
1 415 10
1 416 4
1 420 2
1 422 45
1 423 41
1 424 27
1 425 23
1 426 47
1 427 20
1 428 50
1 429 3
1 430 30
1 431 23
1 432 29
1 433 14
1 435 21
1 436 10
1 437 20
1 438 36
1 439 39
1 440 18
1 441 1
1 442 32
1 443 10
1 444 13
1 445 22
1 446 34
1 447 30
1 449 25
1 450 7
1 451 46
1 452 35
1 453 33
1 454 3
1 455 39
1 456 30
1 459 30
1 460 42
1 461 21
1 462 34
1 463 18
1 464 39
1 465 16
1 466 50
1 467 50
1 469 38
1 470 33
1 471 19
1 472 41
1 474 41
1 476 25
1 478 27
1 481 42
1 482 37
1 483 17
1 484 15
1 486 22
1 487 27
1 489 7
1 491 29
1 493 15
1 494 49
1 496 14
1 497 9
1 498 32
1 500 19
2 3 39
2 4 5
2 5 43
2 6 38
2 7 2
2 9 12
2 10 7
2 11 30
2 12 18
2 13 15
2 14 28
2 15 35
2 16 23
2 17 14
2 18 26
2 19 29
2 20 29
2 21 3
2 22 30
2 23 19
2 26 13
2 27 31
2 28 3
2 29 18
2 30 21
2 31 30
2 32 16
2 33 15
2 35 17
2 36 32
2 37 45
2 39 22
2 40 45
2 41 23
2 42 35
2 43 15
2 44 12
2 45 44
2 46 10
2 47 20
2 50 24
2 51 23
2 52 49
2 53 39
2 54 5
2 55 26
2 56 31
2 57 34
2 58 37
2 59 31
2 60 50
2 61 12
2 62 49
2 63 8
2 64 32
2 65 40
2 66 44
2 67 49
2 68 50
2 70 40
2 72 16
2 75 38
2 76 11
2 77 16
2 78 2
2 79 35
2 80 43
2 81 50
2 82 15
2 84 38
2 85 24
2 86 5
2 87 38
2 89 30
2 90 34
2 91 33
2 92 9
2 93 19
2 94 36
2 95 24
2 96 34
2 98 21
2 100 31
2 101 39
2 102 4
2 104 2
2 105 39
2 106 4
2 107 43
2 108 11
2 109 44
2 110 9
2 111 26
2 112 35
2 114 20
2 117 2
2 120 13
2 121 46
2 124 39
2 125 31
2 126 15
2 127 43
2 128 41
2 130 14
2 131 10
2 132 21
2 133 21
2 134 28
2 135 20
2 136 37
2 137 17
2 139 5
2 140 8
2 141 10
2 142 37
2 143 28
2 145 17
2 146 45
2 147 8
2 148 18
2 149 16
2 152 21
2 153 44
2 154 39
2 155 18
2 156 9
2 157 14
2 159 19
2 161 30
2 162 16
2 163 16
2 165 44
2 166 7
2 167 32
2 168 48
2 169 28
2 172 33
2 173 11
2 174 42
2 175 46
2 176 19
2 178 16
2 179 8
2 180 5
2 181 7
2 183 21
2 184 9
2 185 35
2 187 31
2 188 10
2 190 21
2 191 30
2 192 35
2 193 21
2 194 17
2 195 32
2 196 1
2 199 35
2 203 46
2 204 12
2 205 40
2 206 12
2 207 3
2 208 3
2 210 32
2 211 20
2 212 14
2 213 34
2 214 5
2 215 42
2 216 15
2 217 40
2 218 36
2 220 16
2 221 14
2 222 18
2 223 35
2 225 16
2 226 19
2 228 6
2 229 38
2 230 44
2 231 25
2 232 41
2 233 42
2 235 31
2 236 24
2 237 30
2 238 17
2 239 5
2 240 4
2 241 19
2 242 38
2 243 22
2 246 25
2 247 23
2 248 42
2 249 26
2 250 14
2 251 21
2 253 4
2 255 15
2 256 43
2 257 45
2 258 5
2 259 10
2 260 44
2 263 3
2 264 34
2 265 1
2 266 7
2 267 12
2 268 2
2 269 31
2 270 7
2 271 4
2 272 44
2 273 5
2 274 4
2 275 7
2 276 50
2 277 50
2 278 42
2 279 41
2 280 6
2 281 15
2 282 26
2 283 31
2 284 28
2 285 2
2 286 27
2 287 8
2 288 27
2 289 18
2 290 19
2 291 46
2 293 34
2 294 4
2 295 44
2 296 31
2 298 8
2 299 22
2 300 29
2 301 39
2 302 2
2 303 25
2 305 41
2 306 50
2 307 32
2 308 40
2 309 38
2 310 13
2 311 36
2 312 13
2 313 40
2 314 10
2 316 33
2 317 49
2 318 24
2 319 42
2 320 44
2 322 29
2 324 33
2 325 37
2 326 27
2 327 39
2 329 13
2 330 12
2 331 39
2 332 23
2 333 22
2 334 18
2 335 45
2 337 19
2 338 1
2 339 10
2 340 7
2 341 4
2 342 2
2 344 25
2 345 47
2 346 43
2 347 34
2 348 36
2 349 37
2 350 50
2 351 17
2 352 39
2 354 25
2 355 43
2 356 27
2 358 43
2 359 9
2 360 23
2 362 27
2 363 30
2 364 32
2 365 39
2 367 34
2 368 50
2 369 5
2 372 21
2 374 25
2 375 26
2 377 39
2 378 40
2 380 6
2 381 26
2 382 23
2 383 33
2 384 38
2 386 18
2 387 3
2 388 29
2 389 43
2 390 9
2 391 44
2 392 11
2 393 30
2 395 6
2 396 33
2 398 22
2 400 39
2 401 32
2 402 6
2 403 13
2 404 48
2 405 24
2 406 35
2 407 22
2 408 29
2 409 48
2 410 13
2 411 35
2 413 4
2 414 25
2 415 35
2 416 17
2 418 40
2 420 25
2 423 38
2 424 28
2 426 19
2 427 38
2 429 45
2 430 18
2 432 13
2 433 20
2 437 22
2 438 48
2 439 14
2 440 33
2 441 22
2 444 34
2 445 42
2 446 47
2 448 21
2 449 7
2 450 23
2 451 7
2 452 19
2 454 14
2 455 49
2 456 31
2 457 37
2 458 11
2 459 7
2 460 43
2 462 22
2 463 44
2 464 48
2 465 39
2 466 41
2 467 22
2 468 38
2 469 47
2 473 36
2 475 22
2 476 40
2 477 26
2 478 9
2 479 5
2 481 4
2 482 16
2 483 41
2 485 46
2 486 4
2 487 43
2 488 31
2 492 22
2 494 2
2 495 30
2 496 4
2 497 39
2 498 27
2 499 34
2 500 17
3 4 49
3 5 39
3 6 2
3 7 7
3 8 50
3 9 39
3 11 8
3 12 15
3 13 28
3 14 13
3 15 12
3 16 18
3 17 32
3 18 42
3 19 34
3 20 28
3 21 47
3 22 36
3 23 26
3 24 37
3 25 44
3 28 50
3 29 36
3 30 41
3 32 30
3 33 7
3 36 5
3 38 18
3 39 8
3 40 50
3 41 20
3 43 6
3 44 48
3 45 18
3 46 22
3 47 31
3 48 21
3 49 12
3 50 28
3 52 43
3 53 43
3 55 46
3 56 20
3 59 19
3 60 48
3 61 11
3 62 35
3 63 18
3 64 48
3 65 33
3 66 22
3 67 30
3 68 46
3 69 43
3 70 8
3 71 32
3 72 14
3 73 40
3 74 4
3 75 11
3 76 18
3 77 1
3 79 38
3 80 30
3 81 50
3 82 39
3 83 2
3 84 33
3 85 7
3 86 47
3 87 1
3 89 2
3 90 42
3 91 10
3 92 35
3 94 13
3 95 27
3 96 1
3 97 37
3 98 23
3 99 34
3 100 32
3 101 41
3 102 15
3 103 48
3 104 34
3 105 46
3 106 33
3 107 31
3 108 25
3 109 50
3 111 26
3 112 5
3 113 40
3 114 12
3 115 6
3 116 18
3 117 23
3 118 50
3 119 39
3 120 44
3 121 44
3 122 9
3 123 15
3 124 22
3 125 45
3 126 48
3 127 50
3 128 39
3 129 40
3 130 24
3 131 48
3 133 23
3 134 24
3 135 6
3 138 25
3 140 24
3 141 49
3 142 25
3 143 32
3 144 18
3 145 44
3 146 17
3 147 6
3 148 41
3 149 50
3 150 14
3 151 21
3 152 29
3 153 32
3 154 26
3 155 41
3 156 43
3 157 38
3 158 6
3 159 44
3 160 39
3 161 34
3 162 11
3 164 12
3 166 10
3 167 46
3 168 1
3 169 41
3 170 4
3 172 11
3 174 11
3 175 35
3 176 31
3 177 17
3 178 32
3 179 38
3 180 47
3 181 33
3 182 18
3 184 7
3 185 11
3 186 12
3 187 39
3 188 46
3 190 25
3 191 16
3 192 45
3 193 38
3 194 10
3 195 29
3 196 35
3 197 45
3 198 46
3 199 38
3 200 16
3 202 12
3 203 33
3 204 43
3 205 2
3 209 41
3 210 21
3 211 15
3 212 45
3 213 16
3 214 28
3 215 22
3 217 49
3 218 39
3 219 24
3 220 47
3 221 42
3 222 32
