1000 100000
1 820 15
2 213 37
3 15 48
4 1000 6
5 239 27
6 29 50
7 320 1
8 190 20
9 754 41
10 783 42
11 900 38
12 721 19
13 710 12
14 23 43
15 455 45
16 920 24
17 411 32
18 413 27
19 381 12
20 473 22
21 788 1
22 521 9
23 954 12
24 980 7
25 202 15
26 149 1
27 504 21
28 21 13
29 732 43
30 607 38
31 890 26
32 164 50
33 658 26
34 77 40
35 339 1
36 713 29
37 753 33
38 937 6
39 646 19
40 413 47
41 383 13
42 299 36
43 133 19
44 450 17
45 362 6
46 754 3
47 934 19
48 902 43
49 844 30
50 332 33
51 230 45
52 661 35
53 629 49
54 40 25
55 217 4
56 473 1
57 68 22
58 188 1
59 90 37
60 769 3
61 45 24
62 757 28
63 143 9
64 920 38
65 988 3
66 520 20
67 999 32
68 904 28
69 833 45
70 254 1
71 451 26
72 352 18
73 497 41
74 70 48
75 528 40
76 93 24
77 64 50
78 901 6
79 860 22
80 543 49
81 774 15
82 768 25
83 298 23
84 752 30
85 670 7
86 883 20
87 82 36
88 989 31
89 476 11
90 221 5
91 600 13
92 278 13
93 514 30
94 220 25
95 53 13
96 924 29
97 529 43
98 303 26
99 66 6
100 308 37
101 762 42
102 206 43
103 127 46
104 125 2
105 956 45
106 957 6
107 10 36
108 570 23
109 468 40
110 600 20
111 904 23
112 698 32
113 565 2
114 609 32
115 757 18
116 420 18
117 809 25
118 713 35
119 523 37
120 889 28
121 182 45
122 385 41
123 782 5
124 65 49
125 744 14
126 121 49
127 538 20
128 430 5
129 522 40
130 788 30
131 658 8
132 148 16
133 184 10
134 401 6
135 48 39
136 184 29
137 485 18
138 771 18
139 874 36
140 219 19
141 851 39
142 967 39
143 860 48
144 843 33
145 138 30
146 363 45
147 837 10
148 260 23
149 721 12
150 78 18
151 300 11
152 349 36
153 181 19
154 754 4
155 306 22
156 375 9
157 662 41
158 249 21
159 441 41
160 254 28
161 72 16
162 372 11
163 477 33
164 633 49
165 347 10
166 668 46
167 323 16
168 134 5
169 487 37
170 260 44
171 210 34
172 652 21
173 327 50
174 743 17
175 342 46
176 344 16
177 963 17
178 378 41
179 401 10
180 339 47
181 71 7
182 745 45
183 374 28
184 599 12
185 116 9
186 356 25
187 844 9
188 547 20
189 611 39
190 936 4
191 637 29
192 69 1
193 697 46
194 742 48
195 807 30
196 844 28
197 438 40
198 974 12
199 817 23
200 23 32
201 783 30
202 608 26
203 441 6
204 796 1
205 795 31
206 706 33
207 362 25
208 733 8
209 572 24
210 507 31
211 906 3
212 960 43
213 642 33
214 154 9
215 505 29
216 742 37
217 610 2
218 913 50
219 207 10
220 100 1
221 790 6
222 135 1
223 932 18
224 561 5
225 693 17
226 585 50
227 769 46
228 293 11
229 829 48
230 221 35
231 678 12
232 324 38
233 663 36
234 337 22
235 295 39
236 222 36
237 946 9
238 939 27
239 928 49
240 83 22
241 917 20
242 922 36
243 915 14
244 448 43
245 363 18
246 780 41
247 981 3
248 328 46
249 690 16
250 217 36
251 804 40
252 771 49
253 850 9
254 977 27
255 559 10
256 749 26
257 431 20
258 513 45
259 235 10
260 440 47
261 979 21
262 989 11
263 673 18
264 658 12
265 684 26
266 697 37
267 16 19
268 236 15
269 528 12
270 994 38
271 623 42
272 913 5
273 763 27
274 102 49
275 88 41
276 945 16
277 463 36
278 729 35
279 953 36
280 496 36
281 964 44
282 123 29
283 362 10
284 195 41
285 273 40
286 679 46
287 633 43
288 300 47
289 720 1
290 95 7
291 293 41
292 225 7
293 677 3
294 241 29
295 690 38
296 265 5
297 631 39
298 335 45
299 448 32
300 585 20
301 421 15
302 967 4
303 558 19
304 800 29
305 371 45
306 435 16
307 286 9
308 122 14
309 963 15
310 942 5
311 802 8
312 9 35
313 648 44
314 129 47
315 225 15
316 167 47
317 680 35
318 402 39
319 455 4
320 217 26
321 448 3
322 841 35
323 662 14
324 750 26
325 28 43
326 332 30
327 601 43
328 966 50
329 388 44
330 47 14
331 510 15
332 312 39
333 49 14
334 129 4
335 267 45
336 681 16
337 348 21
338 502 11
339 186 1
340 688 14
341 293 22
342 395 45
343 416 12
344 845 3
345 805 41
346 118 16
347 455 29
348 207 5
349 142 35
350 710 10
351 32 40
352 825 29
353 262 26
354 91 48
